commercial_area,sex,total_sales
양재시장,FEMALE,1134355801.0
양재역,MALE,60615082229.0
양재역,FEMALE,38830241470.0
양재역 8번(양재동우체국),MALE,20595682698.0
양재역 8번(양재동우체국),FEMALE,10498632433.0
양재천카페거리,MALE,8308672626.0
양재천카페거리,FEMALE,5739473416.0
양재화물트럭터미널앞,MALE,3337862770.0
양재화물트럭터미널앞,FEMALE,1676625878.0
양지어린이공원,MALE,2107444269.0
양지어린이공원,FEMALE,1135859376.0
양천향교역 2번,MALE,1884571943.0
양천향교역 2번,FEMALE,1244417583.0
양천향교역 5번,MALE,5225474848.0
양천향교역 5번,FEMALE,2197773896.0
양천향교역 7번,MALE,8886042959.0
양천향교역 7번,FEMALE,5813785175.0
양평역,MALE,3303225859.0
양평역,FEMALE,1445656053.0
양평역 2번,MALE,5335384977.0
양평역 2번,FEMALE,3859126058.0
양화대교북단,MALE,689072472.0
양화대교북단,FEMALE,851812508.0
양화초등학교,MALE,239501102.0
양화초등학교,FEMALE,300015513.0
어린이대공원역,MALE,21810745469.0
어린이대공원역,FEMALE,15194734373.0
어린이대공원역 3번,MALE,3001228458.0
어린이대공원역 3번,FEMALE,1692337556.0
어린이대공원역 4번,MALE,1218609306.0
어린이대공원역 4번,FEMALE,860701611.0
언남고등학교,MALE,333048906.0
언남고등학교,FEMALE,463545691.0
언북중학교,MALE,2085457709.0
언북중학교,FEMALE,1652738902.0
언북초등학교,MALE,899076194.0
언북초등학교,FEMALE,791004438.0
언주역 3번,MALE,5277056565.0
언주역 3번,FEMALE,2662536827.0
언주역 6번,MALE,427338056.0
언주역 6번,FEMALE,258277552.0
언주역(차병원),MALE,17788680437.0
언주역(차병원),FEMALE,11165290927.0
언주중학교,MALE,21702326.0
언주중학교,FEMALE,13644691.0
여의도역(여의도),MALE,159970260763.0
여의도역(여의도),FEMALE,103721397089.0
역삼역,MALE,119357890962.0
역삼역,FEMALE,70507819250.0
역삼역 4번,MALE,321536018.0
역삼역 4번,FEMALE,168803014.0
역삼역 8번,MALE,1022253478.0
역삼역 8번,FEMALE,515477956.0
역삼월드메르디앙아파트,MALE,37171812.0
역삼월드메르디앙아파트,FEMALE,31447769.0
역촌노인복지관,MALE,3356749109.0
역촌노인복지관,FEMALE,2682287162.0
역촌역 2번,MALE,227837248.0
역촌역 2번,FEMALE,104620244.0
역촌역 3번,MALE,2115710827.0
역촌역 3번,FEMALE,1194387323.0
연가초등학교,MALE,267126159.0
연가초등학교,FEMALE,138854094.0
연남동(홍대),MALE,78485535402.0
연남동(홍대),FEMALE,94071905281.0
연산군묘,MALE,587544069.0
연산군묘,FEMALE,554263309.0
연서시장,MALE,7950203801.0
연서시장,FEMALE,6752239971.0
연신내상점가(연빛거리),MALE,47402983230.0
연신내상점가(연빛거리),FEMALE,31826220849.0
연신내역,MALE,11644855841.0
연신내역,FEMALE,8745501605.0
연신내역 2번,MALE,2646478863.0
연신내역 2번,FEMALE,1403387539.0
연신내역 3번,MALE,427343198.0
연신내역 3번,FEMALE,390130624.0
연신내역 4번,MALE,4963650920.0
연신내역 4번,FEMALE,2960093924.0
연신내역 5번,MALE,4937735076.0
연신내역 5번,FEMALE,3526005455.0
연신내역 7번,MALE,4519649644.0
연신내역 7번,FEMALE,3052152055.0
연신내우체국,MALE,1288899414.0
연신내우체국,FEMALE,947322259.0
연신초등학교,MALE,453016470.0
연신초등학교,FEMALE,255034261.0
연천초등학교,MALE,285636666.0
연천초등학교,FEMALE,171294415.0
연트럴파크(연남동주민센터),MALE,3030628085.0
연트럴파크(연남동주민센터),FEMALE,4971097854.0
연희대우아파트앞,MALE,3665150012.0
연희대우아파트앞,FEMALE,4140221408.0
연희동,MALE,27651958647.0
연희동,FEMALE,26722771413.0
연희사러가,MALE,148317512.0
연희사러가,FEMALE,174083268.0
연희세브란스병원,MALE,919571519.0
연희세브란스병원,FEMALE,1677156941.0
연희어린이공원,MALE,60182972.0
연희어린이공원,FEMALE,116032081.0
연희임광아파트,MALE,1170933355.0
연희임광아파트,FEMALE,1264099921.0
연희초등학교,MALE,457887423.0
연희초등학교,FEMALE,362955281.0
연희파출소,MALE,3054518902.0
연희파출소,FEMALE,2825615397.0
열정도,MALE,6978321519.0
열정도,FEMALE,5186361580.0
염곡동 구룡사(포이동성당),MALE,8903606720.0
염곡동 구룡사(포이동성당),FEMALE,4291336414.0
염창무학아파트,MALE,1033865454.0
염창무학아파트,FEMALE,484127475.0
염창역 2번,MALE,1599243117.0
염창역 2번,FEMALE,834748138.0
영동교골목시장,MALE,416775131.0
영동교골목시장,FEMALE,104494638.0
영동대교남단교차로,MALE,4736588439.0
영동대교남단교차로,FEMALE,2842807130.0
영동전통시장,MALE,19003243232.0
영동전통시장,FEMALE,9251326712.0
영동초등학교,MALE,1832748902.0
영동초등학교,FEMALE,1045750807.0
영등포구청역,MALE,39323487715.0
영등포구청역,FEMALE,22857670268.0
영등포구청역 2번,MALE,3801941782.0
영등포구청역 2번,FEMALE,3935490322.0
영등포구청역 6번,MALE,3230242232.0
영등포구청역 6번,FEMALE,1658588648.0
영등포동성당,MALE,238138826.0
영등포동성당,FEMALE,129091004.0
영등포본동주민센터,MALE,126124482.0
영등포본동주민센터,FEMALE,104384164.0
영등포시장기계공구상가,MALE,827189337.0
영등포시장기계공구상가,FEMALE,513702662.0
영등포시장역 1번,MALE,2620658484.0
영등포시장역 1번,FEMALE,1527573868.0
영등포시장역 3번,MALE,592364022.0
영등포시장역 3번,FEMALE,284150131.0
영등포시장역 4번,MALE,1022260300.0
영등포시장역 4번,FEMALE,497006668.0
영등포역 2번,MALE,3922853771.0
영등포역 2번,FEMALE,2175203104.0
영등포역(영등포),MALE,127384939612.0
영등포역(영등포),FEMALE,91833109022.0
영등포역지하도상점가,MALE,11092013324.0
영등포역지하도상점가,FEMALE,8477914230.0
영등포유통상가,MALE,2940931347.0
영등포유통상가,FEMALE,2371544908.0
영등포전통시장,MALE,3738297496.0
영등포전통시장,FEMALE,1144812868.0
영등포청과시장(조광시장),MALE,2280417540.0
영등포청과시장(조광시장),FEMALE,928500491.0
영등포청과시장교차로,MALE,2677603744.0
영등포청과시장교차로,FEMALE,1647039489.0
영등포푸르지오아파트,MALE,1462198948.0
영등포푸르지오아파트,FEMALE,751070831.0
영락고등학교,MALE,2940786879.0
영락고등학교,FEMALE,1123920351.0
영림시장,MALE,12741971596.0
영림시장,FEMALE,6490641749.0
영서중학교,MALE,80384173.0
영서중학교,FEMALE,80745633.0
영신상가(제일상가),MALE,546933651.0
영신상가(제일상가),FEMALE,188711513.0
영신여고,MALE,1429817130.0
영신여고,FEMALE,1621156699.0
영신초등학교,MALE,7522801791.0
영신초등학교,FEMALE,4354175582.0
영중로,MALE,4869815409.0
영중로,FEMALE,2889547333.0
영진시장A동,MALE,9708634.0
영진시장A동,FEMALE,18991009.0
영천시장,MALE,2911451204.0
영천시장,FEMALE,1915198482.0
영천시장입구,MALE,477710870.0
영천시장입구,FEMALE,267980348.0
예일여고,MALE,1210468757.0
예일여고,FEMALE,1228540385.0
오!도봉거리 상점가,MALE,536406357.0
오!도봉거리 상점가,FEMALE,375470548.0
오거리공원,MALE,1960813569.0
오거리공원,FEMALE,1284446055.0
오금공원(오주중학교),MALE,639905931.0
오금공원(오주중학교),FEMALE,350200139.0
오금역,MALE,11563445894.0
오금역,FEMALE,6792017237.0
오금역 4번,MALE,43963763.0
오금역 4번,FEMALE,16619891.0
오동나무공원(송파레미니스1단지),MALE,3714732856.0
오동나무공원(송파레미니스1단지),FEMALE,1814435846.0
오류2동버들시장,MALE,7660330743.0
오류2동버들시장,FEMALE,5171894450.0
오류동역,MALE,13128800252.0
오류동역,FEMALE,7664571565.0
오류동역 1번,MALE,605971300.0
오류동역 1번,FEMALE,486662081.0
오류동역 3번,MALE,1324332748.0
오류동역 3번,FEMALE,698597369.0
오류동역 4번,MALE,852206302.0
오류동역 4번,FEMALE,498461481.0
오류시장,MALE,2618835890.0
오류시장,FEMALE,2535150238.0
오류지구대,MALE,1162720046.0
오류지구대,FEMALE,542560703.0
오목교역,MALE,35461681080.0
오목교역,FEMALE,22727527287.0
오산고등학교,MALE,1468847467.0
오산고등학교,FEMALE,618406324.0
오산중학교,MALE,2309586030.0
오산중학교,FEMALE,1406921010.0
옥수역 6번,MALE,3411433745.0
옥수역 6번,FEMALE,2678621122.0
옥수터널,MALE,109025908.0
옥수터널,FEMALE,114694368.0
옥정중학교,MALE,10730865.0
옥정중학교,FEMALE,13716815.0
온수역 1번,MALE,543369580.0
온수역 1번,FEMALE,253663195.0
온수역 5번(온수산업단지),MALE,2537462676.0
온수역 5번(온수산업단지),FEMALE,988046608.0
올림픽대교북단,MALE,7206305232.0
올림픽대교북단,FEMALE,6377504702.0
왕십리도선동상점가,MALE,22134527638.0
왕십리도선동상점가,FEMALE,11944450142.0
왕십리역 9번,MALE,1800235817.0
왕십리역 9번,FEMALE,1194207933.0
왕십리역(왕십리),MALE,18880310656.0
왕십리역(왕십리),FEMALE,14660503575.0
왕십리파출소,MALE,1697282761.0
왕십리파출소,FEMALE,1018585184.0
외대앞역 1번,MALE,13717853760.0
외대앞역 1번,FEMALE,11949945209.0
외대앞역 2번,MALE,1204500132.0
외대앞역 2번,FEMALE,479560411.0
용강동 상점가,MALE,21627499440.0
용강동 상점가,FEMALE,9586396859.0
용강동주민센터,MALE,2007389250.0
용강동주민센터,FEMALE,1968995704.0
용두동신동아아파트,MALE,1308564944.0
용두동신동아아파트,FEMALE,799598363.0
용두사거리,MALE,788920024.0
용두사거리,FEMALE,601849793.0
용두초등학교,MALE,509823902.0
용두초등학교,FEMALE,198981434.0
용두희망어린이공원,MALE,204291804.0
용두희망어린이공원,FEMALE,144360962.0
용마문화복지센터,MALE,3118840586.0
용마문화복지센터,FEMALE,1574466972.0
용마초등학교,MALE,3866832572.0
용마초등학교,FEMALE,1864513571.0
용산구청,MALE,7846244547.0
용산구청,FEMALE,8300589236.0
용산세무서,MALE,310094763.0
용산세무서,FEMALE,134308053.0
용산용문시장,MALE,11272028707.0
용산용문시장,FEMALE,6252328484.0
용산전자상가(용산역),MALE,13458338913.0
용산전자상가(용산역),FEMALE,4801318403.0
우리시장,MALE,741093504.0
우리시장,FEMALE,649240319.0
우리은행응암동지점,MALE,1809753261.0
우리은행응암동지점,FEMALE,1745456914.0
우리은행체육관,MALE,1387055782.0
우리은행체육관,FEMALE,971598485.0
우림골목시장,MALE,10433289457.0
우림골목시장,FEMALE,7264614317.0
우림시장,MALE,587202520.0
우림시장,FEMALE,551745010.0
우면주공아파트,MALE,1579172529.0
우면주공아파트,FEMALE,1162974176.0
우사단길,MALE,5329427157.0
우사단길,FEMALE,3923404857.0
우이골목시장(우이시장),MALE,3928597099.0
우이골목시장(우이시장),FEMALE,2278354280.0
우이천 계성교,MALE,1705126640.0
우이천 계성교,FEMALE,1189806256.0
우장산롯데캐슬아파트앞,MALE,1801658154.0
우장산롯데캐슬아파트앞,FEMALE,1338273880.0
우장산역 1번,MALE,1187445648.0
우장산역 1번,FEMALE,1149178724.0
우장산역 4번,MALE,6288178958.0
우장산역 4번,FEMALE,6263199815.0
우장산힐스테이트,MALE,1343280237.0
우장산힐스테이트,FEMALE,1085628835.0
원남동사거리,MALE,2044238370.0
원남동사거리,FEMALE,1290614038.0
원신초등학교(구세군관악영문교회),MALE,109394283.0
원신초등학교(구세군관악영문교회),FEMALE,59150167.0
월계역 3번,MALE,740993605.0
월계역 3번,FEMALE,942933469.0
월곡역,MALE,11511234760.0
월곡역,FEMALE,11775665616.0
월드순복음교회,MALE,2392778567.0
월드순복음교회,FEMALE,1558763044.0
월드컵경기장역(월드컵경기장),MALE,5027196547.0
월드컵경기장역(월드컵경기장),FEMALE,4545622584.0
월정로시장,MALE,626232040.0
월정로시장,FEMALE,265456625.0
윗방죽마을공원,MALE,3230405177.0
윗방죽마을공원,FEMALE,2379946076.0
유엔빌리지길,MALE,464758107.0
유엔빌리지길,FEMALE,433477175.0
유진상가,MALE,1129956256.0
유진상가,FEMALE,922460194.0
은곡마을(은곡마을공원),MALE,1321698733.0
은곡마을(은곡마을공원),FEMALE,1459459959.0
은마아파트,MALE,20791420112.0
은마아파트,FEMALE,21186079909.0
은천초등학교(은천교앞),MALE,1920347346.0
은천초등학교(은천교앞),FEMALE,1313863510.0
은평구청,MALE,10500285986.0
은평구청,FEMALE,7566273044.0
은평세무서,MALE,6583546614.0
은평세무서,FEMALE,4286512940.0
은평요양병원,MALE,5175078379.0
은평요양병원,FEMALE,2887810839.0
은행나무시장,MALE,2247400855.0
은행나무시장,FEMALE,2037443406.0
은행사거리,MALE,10991267656.0
은행사거리,FEMALE,12152661015.0
을지로2가,MALE,5454134428.0
을지로2가,FEMALE,4958792615.0
을지로3가역,MALE,66959374459.0
을지로3가역,FEMALE,57298980766.0
을지로4가역,MALE,2192369440.0
을지로4가역,FEMALE,1275506519.0
을지로입구역,MALE,48469753210.0
을지로입구역,FEMALE,30228503160.0
응봉산,MALE,71989574.0
응봉산,FEMALE,51388341.0
응암1동주민센터,MALE,1780915249.0
응암1동주민센터,FEMALE,1416596467.0
응암3동주민센터,MALE,2954700764.0
응암3동주민센터,FEMALE,1784464779.0
응암동우체국,MALE,3038561478.0
응암동우체국,FEMALE,1420183526.0
응암시장(신응암시장),MALE,1298046135.0
응암시장(신응암시장),FEMALE,693313926.0
응암역,MALE,5953249100.0
응암역,FEMALE,6470106604.0
응암역 2번,MALE,1161956481.0
응암역 2번,FEMALE,1182631209.0
응암역 3번,MALE,4514362989.0
응암역 3번,FEMALE,2588469379.0
응암오거리상점가,MALE,14656447791.0
응암오거리상점가,FEMALE,6829976721.0
응암정보도서관,MALE,3755774821.0
응암정보도서관,FEMALE,2328949855.0
의릉,MALE,1563169092.0
의릉,FEMALE,898475726.0
이경시장,MALE,757463031.0
이경시장,FEMALE,376273328.0
이대 앞 스타트업 상점가,MALE,488572193.0
이대 앞 스타트업 상점가,FEMALE,1841357994.0
이대역 5번,MALE,1641298436.0
이대역 5번,FEMALE,1737370957.0
이문제일시장,MALE,421219764.0
이문제일시장,FEMALE,189726964.0
이북5도청사,MALE,1104409694.0
이북5도청사,FEMALE,644725976.0
이수역 10번,MALE,2073885049.0
이수역 10번,FEMALE,1394576909.0
이수역 5번,MALE,1826122308.0
이수역 5번,FEMALE,1003658468.0
이수역 9번,MALE,2614516759.0
이수역 9번,FEMALE,2218549728.0
이촌종합시장,MALE,7587748940.0
이촌종합시장,FEMALE,5660414644.0
이태원 관광특구,MALE,115043166891.0
이태원 관광특구,FEMALE,85046458246.0
이태원(이태원역),MALE,117286554908.0
이태원(이태원역),FEMALE,74903840816.0
이태원시장,MALE,1529172449.0
이태원시장,FEMALE,1033530067.0
이태원엔틱가구거리,MALE,894430806.0
이태원엔틱가구거리,FEMALE,1179896930.0
이화달팽이길,MALE,961783462.0
이화달팽이길,FEMALE,737346994.0
이화사거리,MALE,6296756745.0
이화사거리,FEMALE,5487260426.0
"이화여대 3,5,7길 상점가",MALE,5874939053.0
"이화여대 3,5,7길 상점가",FEMALE,19768304748.0
"이화여대(이대역, 이대)",MALE,8257159253.0
"이화여대(이대역, 이대)",FEMALE,13346035351.0
인사동,MALE,35993507677.0
인사동,FEMALE,35854167915.0
인수동 우편취급국,MALE,573065304.0
인수동 우편취급국,FEMALE,347402471.0
인수중학교,MALE,10775000.0
인수중학교,FEMALE,8003606.0
인왕시장(홍제골목형상점가),MALE,7246096528.0
인왕시장(홍제골목형상점가),FEMALE,5043837733.0
인헌고등학교(인헌중학교),MALE,1133213530.0
인헌고등학교(인헌중학교),FEMALE,848610141.0
인헌시장(원당종합시장),MALE,5180450461.0
인헌시장(원당종합시장),FEMALE,4083345597.0
인현시장,MALE,12760827546.0
인현시장,FEMALE,4598135877.0
자동차부품상가,MALE,122370669.0
자동차부품상가,FEMALE,9119075.0
자양4동주민센터,MALE,1899952631.0
자양4동주민센터,FEMALE,1152649997.0
자양골목전통시장(자양골목시장),MALE,2460063118.0
자양골목전통시장(자양골목시장),FEMALE,2051483368.0
자양동우체국,MALE,2363300076.0
자양동우체국,FEMALE,1521849412.0
자양한강도서관,MALE,5824351896.0
자양한강도서관,FEMALE,3592891286.0
자하문터널,MALE,1561414911.0
자하문터널,FEMALE,2126452144.0
잠실 관광특구,MALE,158067127988.0
잠실 관광특구,FEMALE,143150049908.0
잠실나루역,MALE,500344418.0
잠실나루역,FEMALE,571479517.0
잠실새내역(신천),MALE,97321483159.0
잠실새내역(신천),FEMALE,74568761276.0
잠실역,MALE,67673182584.0
잠실역,FEMALE,80565290129.0
잠원역,MALE,235794308.0
잠원역,FEMALE,541823829.0
장곡초등학교,MALE,2964249592.0
장곡초등학교,FEMALE,1689792702.0
장로회신학대학교,MALE,878755221.0
장로회신학대학교,FEMALE,692981478.0
장미원골목시장,MALE,1941319536.0
장미원골목시장,FEMALE,889741220.0
장미제일시장(중화동제일시장),MALE,470106922.0
장미제일시장(중화동제일시장),FEMALE,355346915.0
장스여성병원,MALE,5479520903.0
장스여성병원,FEMALE,3192913172.0
장승배기역,MALE,6128441159.0
장승배기역,FEMALE,3674629998.0
장승배기역 4번,MALE,5546755807.0
장승배기역 4번,FEMALE,3633303783.0
장승배기역 5번,MALE,187347241.0
장승배기역 5번,FEMALE,154580101.0
장신구 특화거리 상점가,MALE,591223497.0
장신구 특화거리 상점가,FEMALE,310069284.0
장안1동주민센터,MALE,12153331568.0
장안1동주민센터,FEMALE,6279724049.0
장안근린공원,MALE,8972188827.0
장안근린공원,FEMALE,4136250623.0
장안동사거리,MALE,28533559450.0
장안동사거리,FEMALE,19705266644.0
장안제일시장,MALE,4905327948.0
장안제일시장,FEMALE,2508288692.0
장안중학교,MALE,1371657733.0
장안중학교,FEMALE,1013856662.0
장안초등학교,MALE,16099736.0
장안초등학교,FEMALE,34171621.0
장안현대홈타운1차아파트,MALE,3873123567.0
장안현대홈타운1차아파트,FEMALE,2413198549.0
장위1동주민센터,MALE,504641264.0
장위1동주민센터,FEMALE,369766754.0
장위동성당,MALE,2780615.0
장위동성당,FEMALE,0.0
장위전통시장,MALE,589626055.0
장위전통시장,FEMALE,487811206.0
장지동주민센터(한림연예예술고교),MALE,1717440813.0
장지동주민센터(한림연예예술고교),FEMALE,1340893601.0
장지역(가든파이브),MALE,19064754764.0
장지역(가든파이브),FEMALE,17156245341.0
장충단 고개,MALE,4662882989.0
장충단 고개,FEMALE,3966739573.0
장충동족발거리(남소영길),MALE,11112793257.0
장충동족발거리(남소영길),FEMALE,9328168925.0
장충동주민센터,MALE,457555219.0
장충동주민센터,FEMALE,352509032.0
장충초등학교,MALE,4353119527.0
장충초등학교,FEMALE,2020836864.0
장평중학교,MALE,3260863643.0
장평중학교,FEMALE,1729236362.0
장한평역(장한평),MALE,40639619412.0
장한평역(장한평),FEMALE,19990653260.0
장훈고등학교,MALE,3228347277.0
장훈고등학교,FEMALE,1713759844.0
전곡마을마당공원,MALE,1852444193.0
전곡마을마당공원,FEMALE,972950116.0
전곡시장,MALE,1590749839.0
전곡시장,FEMALE,1202966343.0
전농119안전센터,MALE,615030264.0
전농119안전센터,FEMALE,297248066.0
전농1동주민센터(전농시장),MALE,169439378.0
전농1동주민센터(전농시장),FEMALE,89948869.0
전농로터리시장,MALE,1679769261.0
전농로터리시장,FEMALE,1436045670.0
전농중학교,MALE,2505169388.0
전농중학교,FEMALE,1682354209.0
절두산순교성지,MALE,74842824.0
절두산순교성지,FEMALE,66709918.0
정곡초등학교,MALE,234515062.0
정곡초등학교,FEMALE,121885456.0
정독도서관,MALE,208966242.0
정독도서관,FEMALE,245298930.0
정릉3동주민센터,MALE,1152256913.0
정릉3동주민센터,FEMALE,723786014.0
정릉골 골목형상점가,MALE,1237869724.0
정릉골 골목형상점가,FEMALE,806555692.0
정릉북한산국립공원입구,MALE,455033194.0
정릉북한산국립공원입구,FEMALE,224982238.0
정릉시장,MALE,7448434326.0
정릉시장,FEMALE,4987916009.0
정릉아리랑시장,MALE,965803755.0
정릉아리랑시장,FEMALE,814404331.0
정릉역 1번,MALE,3586865653.0
정릉역 1번,FEMALE,3053070588.0
정릉역 2번,MALE,2207390281.0
정릉역 2번,FEMALE,1567255771.0
정릉우체국,MALE,2859559001.0
정릉우체국,FEMALE,2246577517.0
정원여중,MALE,282155308.0
정원여중,FEMALE,163401294.0
제기동역 6번,MALE,8611758921.0
제기동역 6번,FEMALE,6125242791.0
제일시장,MALE,8216402287.0
제일시장,FEMALE,11147704231.0
조원동 펭귄시장(신림중앙시장),MALE,812055622.0
조원동 펭귄시장(신림중앙시장),FEMALE,559718376.0
조원동주민센터,MALE,930706956.0
조원동주민센터,FEMALE,542314676.0
종각역,MALE,124750292289.0
종각역,FEMALE,82554995993.0
종로·청계 관광특구,MALE,163364865017.0
종로·청계 관광특구,FEMALE,100116889715.0
종로3가역,MALE,164313982975.0
종로3가역,FEMALE,97158615408.0
종로4가,MALE,4137354046.0
종로4가,FEMALE,2247945542.0
종로5가역,MALE,23806324714.0
종로5가역,FEMALE,11449892950.0
종로5가역 4번,MALE,13777218.0
종로5가역 4번,FEMALE,5957070.0
종로6가,MALE,4555122748.0
종로6가,FEMALE,2782003557.0
종로구청,MALE,21958708932.0
종로구청,FEMALE,15762262954.0
종로신진시장,MALE,13227659026.0
종로신진시장,FEMALE,7748307498.0
종암경찰서,MALE,9977076960.0
종암경찰서,FEMALE,6603138159.0
종암동주민센터,MALE,4200235806.0
종암동주민센터,FEMALE,3753943050.0
종암아이파크2차,MALE,1868318664.0
종암아이파크2차,FEMALE,1422901213.0
종암중학교,MALE,4177379366.0
종암중학교,FEMALE,2853342140.0
종암초등학교,MALE,1779403405.0
종암초등학교,FEMALE,888094937.0
중계초등학교,MALE,853770628.0
중계초등학교,FEMALE,717363837.0
중곡1동 마을마당,MALE,2581283886.0
중곡1동 마을마당,FEMALE,1050070116.0
중곡1동주민센터,MALE,497729095.0
중곡1동주민센터,FEMALE,87137297.0
중곡3동주민센터,MALE,3741034238.0
중곡3동주민센터,FEMALE,1770196272.0
중곡어린이공원,MALE,2447632730.0
중곡어린이공원,FEMALE,1383373547.0
중곡역 3번,MALE,3592413661.0
중곡역 3번,FEMALE,3573975166.0
"중곡제일시장(중곡제일골목시장, 광성시장)",MALE,4929103593.0
"중곡제일시장(중곡제일골목시장, 광성시장)",FEMALE,3348775085.0
중곡초등학교,MALE,2290180748.0
중곡초등학교,FEMALE,1149708705.0
중구청(퇴계로4가),MALE,3330683235.0
중구청(퇴계로4가),FEMALE,1726028203.0
중구회현체육센터(정화예술대남산캠퍼스),MALE,837723751.0
중구회현체육센터(정화예술대남산캠퍼스),FEMALE,530416042.0
중랑노인종합복지관,MALE,4894005460.0
중랑노인종합복지관,FEMALE,2743072405.0
중랑동부시장,MALE,6481139115.0
중랑동부시장,FEMALE,4356957946.0
중랑동부시장(중랑교종합상가),MALE,68276944.0
중랑동부시장(중랑교종합상가),FEMALE,31992640.0
중랑역 1번,MALE,2710433586.0
중랑역 1번,FEMALE,1516033044.0
중랑역 2번,MALE,1462977067.0
중랑역 2번,FEMALE,902026170.0
중랑역 4번,MALE,3024226606.0
중랑역 4번,FEMALE,1782887997.0
중림동,MALE,15007960752.0
중림동,FEMALE,10401768900.0
중부경찰서(영화인의거리),MALE,14335515384.0
중부경찰서(영화인의거리),FEMALE,11842529078.0
중부시장(신중부시장),MALE,4770334519.0
중부시장(신중부시장),FEMALE,1698130536.0
중암중학교,MALE,91961508.0
중암중학교,FEMALE,50611000.0
중앙고등학교,MALE,1895970300.0
중앙고등학교,FEMALE,2022372042.0
중앙대학교,MALE,10903292747.0
중앙대학교,FEMALE,9732614192.0
중화역 1번,MALE,1484322229.0
중화역 1번,FEMALE,599113170.0
중화역 4번,MALE,5133589275.0
중화역 4번,FEMALE,3221049797.0
증산역 1번,MALE,3851325534.0
증산역 1번,FEMALE,2113590180.0
증산역 3번,MALE,1628477961.0
증산역 3번,FEMALE,1402459936.0
증산역 4번,MALE,521779035.0
증산역 4번,FEMALE,275993529.0
증산종합시장,MALE,813721188.0
증산종합시장,FEMALE,430823189.0
지향초등학교,MALE,50596026.0
지향초등학교,FEMALE,70159556.0
창2동주민센터,MALE,2217852328.0
창2동주민센터,FEMALE,1694803730.0
창덕궁,MALE,1301373681.0
창덕궁,FEMALE,2182348489.0
창동골목시장,MALE,4024487539.0
창동골목시장,FEMALE,2435727775.0
창동신창시장,MALE,2577617055.0
창동신창시장,FEMALE,2214234431.0
창동역,MALE,17286679227.0
창동역,FEMALE,12665665548.0
창동역 2번,MALE,4962004837.0
창동역 2번,FEMALE,3543487395.0
창동역상점가,MALE,16743559279.0
창동역상점가,FEMALE,7534128621.0
창동중학교,MALE,1506375654.0
창동중학교,FEMALE,710166497.0
창신1동주민센터,MALE,240895500.0
창신1동주민센터,FEMALE,99693089.0
창신골목시장,MALE,7840389077.0
창신골목시장,FEMALE,5666007771.0
창신역 4번,MALE,677416292.0
창신역 4번,FEMALE,361393956.0
천동초등학교,MALE,386990821.0
천동초등학교,FEMALE,268137023.0
"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",MALE,481630368.0
"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",FEMALE,311316548.0
천일초등학교,MALE,45175176.0
천일초등학교,FEMALE,29971899.0
천호1동주민센터,MALE,257854088.0
천호1동주민센터,FEMALE,196005364.0
천호공원(해공체육문화센터),MALE,4946281122.0
천호공원(해공체육문화센터),FEMALE,3862838395.0
천호역,MALE,32511892749.0
천호역,FEMALE,22848492170.0
천호역 1번(천호문구완구거리),MALE,2346751541.0
천호역 1번(천호문구완구거리),FEMALE,1235916857.0
천호역 6번,MALE,3283249186.0
천호역 6번,FEMALE,1960046515.0
천호지구대(천호동자전거거리),MALE,3810443724.0
천호지구대(천호동자전거거리),FEMALE,2015467073.0
천호초등학교,MALE,626903263.0
천호초등학교,FEMALE,329911799.0
천호태영아파트,MALE,1092164694.0
천호태영아파트,FEMALE,514112805.0
청계산원터골,MALE,1526733332.0
청계산원터골,FEMALE,910075974.0
청계산입구역 2번(내곡동주민센터),MALE,2656670824.0
청계산입구역 2번(내곡동주민센터),FEMALE,1966079680.0
청계천공구상가,MALE,6199751224.0
청계천공구상가,FEMALE,3971917977.0
청계천박물관,MALE,359163663.0
청계천박물관,FEMALE,75414564.0
청구역 1번,MALE,1916446011.0
청구역 1번,FEMALE,1059759163.0
청구역 3번,MALE,2428059914.0
청구역 3번,FEMALE,1930451598.0
청담근린공원,MALE,38716310.0
청담근린공원,FEMALE,45432262.0
청담사거리(청담동명품거리),MALE,43211229844.0
청담사거리(청담동명품거리),FEMALE,27990682189.0
청담삼익시장,MALE,1079752790.0
청담삼익시장,FEMALE,514730807.0
청담역 12번,MALE,63071225.0
청담역 12번,FEMALE,73031810.0
청량리농수산물시장,MALE,1342531846.0
청량리농수산물시장,FEMALE,860544522.0
청량리수산시장,MALE,1657016.0
청량리수산시장,FEMALE,1559021.0
청량리역(청량리),MALE,17791264099.0
청량리역(청량리),FEMALE,10377370054.0
청량리전통시장,MALE,16509245031.0
청량리전통시장,FEMALE,8469889075.0
청량리종합시장,MALE,1944695618.0
청량리종합시장,FEMALE,1101173319.0
청량리청과물시장,MALE,11240608273.0
청량리청과물시장,FEMALE,5623953054.0
청량종합도매시장,MALE,323241037.0
청량종합도매시장,FEMALE,169893034.0
청량초등학교,MALE,154545255.0
청량초등학교,FEMALE,156457977.0
청룡동주민센터,MALE,868996014.0
청룡동주민센터,FEMALE,620427807.0
청림동주민센터(상도중학교),MALE,61183270.0
청림동주민센터(상도중학교),FEMALE,18540385.0
청와대사랑채,MALE,1351125118.0
청와대사랑채,FEMALE,1782678704.0
